D	000000000006001080	PCRR470 SYNOZOL BRILL RED BB 150%	150	489.394	280.257	404.995	374.000	383.298	532.075	48.315	53.381	88.435	45.466	6.173	6.820	11.299	5.809	22.943	575	325	45	100.000	4500033366	06.01.2014	05.02.2014	4404	15.01.2014		69.460	24.01.2014
D	000000000006001090	PCRY471 JOYFIX YELLOW 4GL	50	222.567	92.835	115.420	87.000	95.526	52.219	46.000	70.736	48.879	89.959	1.465	2.252	1.556	2.864	41.254	150	75	45	0.000		00.00.0000	00.00.0000				25.027	24.01.2014
A	000000000006001100	PCZZ477 ANTICREASING AGENT F58	2760	8703.007	5803.167	6637.696	6818.000	6763.909	5221.187	19.342	81.397	58.952	14.891	43.608	183.520	132.914	33.573	28.192	7920	5640	35	3000.000	4500033269	31.12.2013	05.02.2014	4385			2638.924	24.01.2014
A	000000000006001100	PCZZ477 ANTICREASING AGENT F58	2760	8703.007	5803.167	6637.696	6818.000	6763.909	5221.187	19.342	81.397	58.952	14.891	43.608	183.520	132.914	33.573	28.192	7920	5640	35	3000.000	4500033510	17.01.2014	21.02.2014	4420			2638.924	24.01.2014
A	000000000006001111	PCZZ480 FIGON 1616 LIQ	1320	7543.700	3348.768	3891.087	3078.333	3322.159	3300.632	29.267	78.536	68.432	53.847	32.410	86.970	75.780	59.630	42.275	3840	2760	35	0.000		00.00.0000	00.00.0000				847.177	24.01.2014
A	000000000006001140	PCZZ489 GENENCOR NEUTRAL FINISH 1111	252	1046.121	641.930	729.205	544.333	599.795	650.438	27.587	74.234	37.266	40.455	5.516	14.842	7.451	8.088	37.680	700	504	35	1000.000	4500033510	17.01.2014	16.02.2014	4431			372.164	24.01.2014
A	000000000006001141	PCZZ488 CELLUSOFT COMBI 9800L	225	1524.036	453.918	595.014	557.333	568.637	827.739	17.176	66.849	43.741	5.901	3.256	12.671	8.291	1.119	64.417	675	475	35	360.000	4500033609	23.01.2014	31.01.2014				274.143	24.01.2014
D	000000000006001142	PCDY490 SERILENE YELLOW VX - 2RLN	25	16.955	0.697	1.146	1.667	1.511	1.578	62.674	3378.359	61.709	50.364	0.032	1.702	0.031	0.025	214.620	25	25	45	0.000		00.00.0000	00.00.0000				0.445	24.01.2014
D	000000000006001143	PCDR491 SERILENE RED VX - RL	25	15.001	0.504	0.901	1.000	0.970	1.284	30.928	56.082	61.561	44.772	0.010	0.018	0.020	0.014	300.020	25	25	45	0.000		00.00.0000	00.00.0000				0.299	24.01.2014
D	000000000006001144	PCDB492 SERILENE BLUE VX - BLN	25	17.759	0.620	1.103	1.000	1.031	0.602	73.521	58.681	80.878	38.063	0.025	0.020	0.028	0.013	322.891	25	25	45	0.000		00.00.0000	00.00.0000				0.241	24.01.2014
A	000000000006001150	PCZZ497 BOITOL MCS	250	1357.001	785.757	915.471	610.333	701.874	529.950	69.221	71.949	90.642	83.285	16.195	16.833	21.207	19.485	31.023	875	625	35	0.000		00.00.0000	00.00.0000				58.024	24.01.2014
A	000000000006001152	PCZZ494 FELOSAN WLS	120	509.667	82.539	150.502	12.000	53.551	5.000	90.949	101.460	100.000	57.320	1.623	1.811	1.785	1.023	159.820	120	120	35	0.000		00.00.0000	00.00.0000				5.333	24.01.2014
A	000000000006001153	PCZZ495 REWIN FCP	130	568.692	136.560	225.905	36.333	93.205	39.000	51.599	36.346	36.814	142.783	1.603	1.129	1.144	4.436	96.438	130	130	35	10.000	4500030778	18.06.2013	15.07.2013	3956	26.06.2013	05.07.2013	112.308	24.01.2014
A	000000000006001160	PCZZ503 LOYAGEN DSK3B	2400	10107.266	5390.352	5798.540	5929.333	5890.095	6205.084	1.483	87.725	54.757	20.918	2.912	172.237	107.509	41.071	37.348	6840	4920	35	3600.000	4500033366	06.01.2014	05.02.2014	4397	15.01.2014		2330.447	24.01.2014
D	000000000006001161	PCRN498 RUIHUAZOL NAVY BLUE BF CONC	75	534.442	211.293	291.779	178.333	212.367	123.922	34.340	52.977	86.143	66.308	2.431	3.750	6.098	4.694	42.841	325	175	45	0.000		00.00.0000	00.00.0000				30.428	24.01.2014
D	000000000006001163	PCRB501 NOVAFIX BRILLIANT BLUE R	250	998.330	547.258	677.201	643.667	653.727	737.575	26.861	75.402	64.495	68.723	5.853	16.431	14.054	14.975	27.498	975	550	45	900.000	4500033366	06.01.2014	05.02.2014	4406			156.026	24.01.2014
D	000000000006001170	ERCW504 BLANCOLUX E201/M	50	300.843	45.677	73.806	55.000	60.642	104.985	43.320	39.956	189.401	237.171	0.876	0.808	3.829	4.794	47.504	100	50	45	0.000		00.00.0000	00.00.0000				22.409	24.01.2014
D	000000000006001200	PSDN508 DISPERSE NAVY SG	50	308.514	112.272	176.675	88.667	115.069	97.907	26.946	21.206	36.792	61.817	1.034	0.813	1.411	2.371	53.870	175	100	45	0.000		00.00.0000	00.00.0000				77.389	24.01.2014
D	000000000006001201	PCDY509 DIANIX LUMINOUS YELLOW 10G	25	21.092	0.326	0.651	0.000	0.195	0.000	622.051	1855.897	100.000	2994.505	0.040	0.121	0.007	0.195	197.121	25	25	45	0.000		00.00.0000	00.00.0000				1.408	24.01.2014
A	000000000006001220	PCZZ511 SOFTENER S820 (1:13)	900	101.672	2142.698	2352.808	2055.000	2144.342	2190.555	12.140	84.529	43.866	38.860	8.677	60.420	31.355	27.776	1.006	100	100		0.000		00.00.0000	00.00.0000				867.643	24.01.2014
D	000000000006001221	PCRR512 AUXIPRINT RED 2BT	30	24.000	5.500	8.042	4.333	5.446	0.000	10.173	24.293	11900.824	23973.816	0.018	0.044	21.604	43.520	0.733	30	30	45	30.000	4500033366	06.01.2014	05.02.2014	4409	15.01.2014		6.000	24.01.2014
D	000000000006001222	PCRG513 NEOPRINT GREEN 534	30	39.000	6.767	9.533	4.667	6.127	7.000	14.248	26.506	10554.219	21298.074	0.029	0.054	21.555	43.498	1.192	30	30	45	0.000		00.00.0000	00.00.0000				7.000	24.01.2014
D	000000000006001233	PCRR515 MONOZOL RED FTB	25	129.612	3.782	7.565	7.667	7.636	5.727	103.143	49.738	145.379	159.130	0.263	0.127	0.370	0.405	201.888	25	25	45	0.000		00.00.0000	00.00.0000				13.361	24.01.2014
A	000000000006001234	PCZZ516 F330	600	2168.626	1445.942	2131.559	1285.333	1539.201	1936.542	69.862	36.676	100.000	98.371	35.844	18.817	51.307	50.471	21.220	120	120		2640.000	4500033366	06.01.2014	05.02.2014	4412	15.01.2014		5.850	24.01.2014
D	000000000006001240	PCRN520 NOVAFIX NAVY CR	375	1318.378	512.417	825.769	958.667	918.798	1183.884	21.105	56.262	51.662	32.633	6.464	17.231	15.822	9.994	30.283	1375	775	45	1200.000	4500033269	31.12.2013	30.01.2014	4375			491.604	24.01.2014
D	000000000006001240	PCRN520 NOVAFIX NAVY CR	375	1318.378	512.417	825.769	958.667	918.798	1183.884	21.105	56.262	51.662	32.633	6.464	17.231	15.822	9.994	30.283	1375	775	45	500.000	4500033366	06.01.2014	05.02.2014	4403			491.604	24.01.2014
D	000000000006001240	PCRN520 NOVAFIX NAVY CR	375	1318.378	512.417	825.769	958.667	918.798	1183.884	21.105	56.262	51.662	32.633	6.464	17.231	15.822	9.994	30.283	1375	775	45	750.000	4500033510	17.01.2014	16.02.2014	4432			491.604	24.01.2014
C	000000000006001387	PCZZ537 FIX-ALKAI AGENT E (-5 )	25	9900.322	9.973	19.946	21.667	21.151	35.000	185.131	44.442	188.173	5.172	1.305	0.313	1.327	0.036	7137.939	25	25		0.000		00.00.0000	00.00.0000				33.124	24.01.2014
A	000000000006001391	PCZZ532 KERISOFT 626	120	2308.207	17.649	35.299	66.333	57.023	150.502	181.201	22.105	68.415	77.994	3.444	0.420	1.300	1.482	701.156	120	120	35	0.000		00.00.0000	00.00.0000				11.333	24.01.2014
A	000000000006001392	PCZZ533 KERISOFT 7216	480	7560.962	409.920	819.840	1200.333	1086.185	2221.399	59.735	33.394	28.143	41.739	21.628	12.091	10.190	15.112	154.757	1320	960	35	4080.000	4500033288	31.12.2013	31.01.2014		19.01.2014	28.01.2014	723.459	24.01.2014
A	000000000006001392	PCZZ533 KERISOFT 7216	480	7560.962	409.920	819.840	1200.333	1086.185	2221.399	59.735	33.394	28.143	41.739	21.628	12.091	10.190	15.112	154.757	1320	960	35	120.000	4500033288	31.12.2013	31.01.2014		19.01.2014	28.01.2014	723.459	24.01.2014
A	000000000006001393	PCZZ536 KING LUBRICANT KY-29	5	2.108	16.491	32.982	2.333	11.528	7.000	1616.620	83.249	3229.058	13254.826	6.212	0.320	12.408	50.934	0.066	0	0		3000.000	4500033089	17.12.2013	18.01.2014		08.01.2014		190.892	24.01.2014
A	000000000006001393	PCZZ536 KING LUBRICANT KY-29	5	2.108	16.491	32.982	2.333	11.528	7.000	1616.620	83.249	3229.058	13254.826	6.212	0.320	12.408	50.934	0.066	0	0		1600.000	4500033452	10.01.2014	09.02.2014				190.892	24.01.2014
A	000000000006001394	PCZZ535 NEOPORIN DJ 10	7	90.000	7.500	15.000	18.000	17.100	18.000	103.509	34.643	4526.404	8903.183	0.590	0.197	25.801	50.748	2.317	0	0		0.000		00.00.0000	00.00.0000				6.000	24.01.2014
